% Title : Training set 100 positives and 1000 negatives, balance 0.1.
% Description : A training set.

@RELATION Train_100_1000_0.1

@attribute Profile_mean numeric
@attribute Profile_stdev numeric
@attribute Profile_skewness numeric
@attribute Profile_kurtosis numeric
@attribute DM_mean numeric
@attribute DM_stdev numeric
@attribute DM_skewness numeric
@attribute DM_kurtosis numeric
@attribute class {0,1}
@DATA
149.703125,55.6098798797,-0.5257438445,-0.2804027597,95.9526056412,48.7287082341,1.2478800355,1.4191986043,0
88.03125,43.8733862773,0.9048460276,1.9707633555,85.3017241379,49.6890435326,1.5309682417,1.6920170857,0
91.171875,45.6630165887,0.8068245324,1.7219327142,81.971043771,33.9473126618,0.8607700544,1.7406324945,0
99.25,52.0270362408,0.5935921808,0.5287526571,99.678030303,31.2736682638,0.140291583,-0.0153092429,0
92.0625,43.1178889065,0.8225468487,2.0918842982,99.1003367003,43.9742505757,0.3433500704,-0.1301279325,0
34.421875,38.7002925891,4.0675471948,18.0903111312,100.448329448,48.4991954684,0.1194204284,-0.0552771004,1
94.78125,38.1372802968,0.9395306173,3.624662882,88.2970401691,33.8527081262,0.448416501,0.7286316589,0
100.96875,38.2777549425,1.0675525935,3.2838467879,96.6443850267,39.1709666122,0.6458292238,0.1080628568,0
113.8125,46.7319065923,0.3444575835,0.6617480052,111.896780303,47.968080938,0.5814737597,-0.2097679556,0
73.15625,42.1593772005,1.1732107911,3.714824134,92.3923719958,32.9822102126,0.5489697615,0.9083080074,0
92.53125,41.3502451436,0.7320228887,2.3032916392,91.0864045864,37.366265869,0.7192360464,0.8176459529,0
157.359375,47.1816195632,-0.4266461226,0.7339417372,150.176719114,66.2357657661,-0.3065694748,-1.327607142,0
98.75,44.375176056,0.3874798744,1.2704337002,125.587357955,40.7259868506,0.0098089037,-0.3737661046,0
112.484375,56.7667905193,0.192602027,-0.2829085462,131.25993266,49.6934418099,-0.2442134664,-0.6751658248,0
89.453125,45.5171429544,0.7003175057,1.2242917458,88.1035353535,35.6825965695,0.2852872541,-0.0921294487,0
91.046875,42.4666890366,0.850269701,2.6217945579,101.951298701,39.6206598914,0.5008399896,0.2814229647,0
132.390625,60.4404710199,-0.1230787104,-0.5855248313,98.4517192652,46.9041114092,0.8800675805,0.4028721658,0
106.59375,40.6050792505,0.2805439743,1.8068787533,90.1107744108,32.604034759,0.4078350576,0.3073896489,0
88.875,42.3048829924,0.8884423521,2.2037599661,94.634502924,34.9749414416,0.5385337524,0.3299229901,0
90.71875,51.9682802144,0.5142910017,0.5853639875,106.390495868,33.6201188131,0.3145827121,0.4391714425,0
93.71875,39.0630374963,0.8924777971,3.8171804417,96.2258297258,29.7403544611,0.1878236118,0.0780449346,0
97.8125,40.4018389897,0.8303225736,2.4373245508,105.129079254,40.4292736852,0.512946432,0.0254156254,0
95.265625,51.1570016553,1.0137060658,1.2795898061,97.956539075,42.1186818212,0.44183077,0.1496693208,0
119.28125,58.4461474217,0.4183328193,-0.4694367136,121.848669623,53.106356666,0.1972912169,-0.7933740981,0
81.640625,52.4605110975,1.187230835,1.3061340723,94.1910084451,43.0266386441,0.5889253725,-0.1576358844,0
113.296875,58.1556853647,0.2621426967,-0.0109527704,116.494993412,46.3589354623,0.3875159347,-0.3685006207,0
101.09375,37.235197877,0.741231962,3.3938068155,92.5778050778,30.7776211619,0.1388037661,0.507815587,0
82.078125,45.9868543334,0.7556819672,1.2831579782,113.680808081,37.1774587134,0.0252690774,0.0361397298,0
75.03125,46.0478585109,0.8692103612,1.8410466755,100.665482955,42.5765585163,0.4223944673,-0.262583043,0
144.734375,56.9611276956,-0.1115237893,-0.1859829105,125.601239669,48.8782086641,0.2370069406,-0.7471997255,0
107.9375,34.7049505654,0.9207440615,4.3647254887,93.11998362,33.3711896714,0.3393507994,0.2427671742,0
132.234375,64.4335273236,-0.1585054223,-0.9426235996,93.1612189309,52.0933597987,1.1242126206,0.4234629607,0
99.640625,49.4663292009,0.6468068063,1.2760513639,98.7983511586,32.8431307299,0.4256867592,1.0796782777,0
99.28125,56.4500522448,0.2232515741,-0.4134483439,128.68810749,54.7643549203,0.1192755245,-1.0213257304,0
91.015625,41.3258742298,0.8647321675,2.6431327826,105.090909091,45.255127939,0.6978814303,0.0621921193,0
134.8125,58.9072032416,-0.324953783,-0.6012998816,111.300065876,62.1187651852,0.3091059262,-1.0184005041,0
98.734375,40.5906555547,0.7865977167,2.3325122713,75.3321969697,32.1177854961,0.7474398009,2.43069653,0
96.796875,39.0265052911,0.8961541338,3.2572385136,97.6981503345,38.625328097,0.3696094227,-0.2208778988,0
101.546875,47.1801499863,0.3608064073,0.4279783264,121.794021294,48.2973717189,0.1139755096,-0.5488988057,0
82.859375,40.3433959851,1.0403480508,3.4564315962,95.8215778474,31.3494442298,0.3356549036,0.0020982017,0
104.953125,43.7601522819,0.6475540532,1.6669173985,89.8974116162,31.9514588966,0.454178622,0.3824321628,0
73.21875,42.2161361145,1.0614657824,3.502751814,91.2420875421,36.5533369766,0.1947323458,-0.0001651902,0
83.375,45.9423891956,0.9906902262,1.6450699951,113.614478114,50.6088238984,0.1674633811,-0.4118869281,0
100.625,50.4143766698,0.2888767419,0.266399593,92.4685193908,51.3670656534,1.2150718579,0.7996188304,0
114.890625,45.5552951051,0.2456745593,1.0923893379,100.126662971,42.3055280079,0.4530690918,-0.1307914274,0
83.609375,49.145071341,0.9442249632,1.1630447338,122.84469697,47.9056657332,-0.3345218613,-0.7527729935,0
72.25,35.5,1.9152125109,8.8389828358,88.9478114478,31.3418691939,0.5387849509,0.3263100381,0
120.3125,54.2522680977,0.1721011044,-0.2900639237,140.556672494,57.6119791786,-0.5093856148,-0.8146820569,0
93.078125,41.8035975902,0.711298111,2.5092463962,109.626535627,47.8751336241,0.4261880403,-0.540290859,0
110.5625,61.068065253,0.1717894463,-0.6466620874,139.283520133,50.2547530667,-0.1581506896,-0.9688913657,0
117.359375,52.6231790622,0.0861145262,0.4797063912,95.980015674,35.1851219775,0.5450051864,0.688350271,0
135.015625,46.1558136193,0.0315940326,0.7944596152,102.147829648,44.3295104983,0.6796568163,0.2637651512,0
99.046875,40.3722637182,0.7613751127,2.5004656419,108.246140652,39.3544138482,0.4093645674,-0.0252229254,0
117.515625,51.5245670128,0.1895727571,0.3640152403,107.052006552,40.3247687645,0.3847095904,0.2952930006,0
119.15625,53.7128414435,-0.0994926872,-0.4733305368,108.366912367,57.2340241131,0.2711346009,-0.9329889286,0
101.96875,39.2997172183,0.541982542,2.3432415165,86.7394781145,33.5512556841,0.4599008307,0.3823523618,0
105.671875,55.6577304513,0.5394203254,-0.2220818441,124.987769259,66.0458675691,0.0350918065,-1.4452490801,0
78.328125,53.6309887936,1.4671571311,2.4877309584,133.797785548,65.9199741091,-0.3062790302,-1.2908714411,1
113.46875,46.2327564984,-0.0296721218,0.6874913056,107.642001409,39.7560401952,0.4403929717,0.2975955048,0
93.203125,43.1064016735,0.751668627,2.3386375195,104.51780303,46.7234658262,0.2667526689,-0.74020457,0
113.6875,45.5404610621,0.3730770744,0.9892073854,153.816627817,48.9405687835,-0.6930077249,-0.5144787319,0
95.03125,37.1874343487,0.8752039975,4.1106048977,92.5543478261,31.624870305,0.2520370156,0.7296441617,0
78.84375,44.0313165365,1.005381593,2.5567137048,93.3943488943,40.5948361438,1.0378243979,1.4299849673,0
38.828125,44.5324862767,3.6102035832,14.6137492935,76.1100332594,51.9171567325,0.5206811665,-0.5857171162,1
123.046875,55.9230581043,-0.2790346521,-0.4363626876,100.775673401,55.2871728245,0.2574526246,-0.7688654175,0
144.21875,53.5739759439,-0.2310191447,-0.5021415843,154.098316498,46.0698462978,-0.6280461539,-0.2178088586,0
108.59375,49.6854854151,0.3323288189,0.3022356692,136.974242424,43.4454911376,-0.6142210377,0.1271428785,0
82.484375,39.7472452613,0.9973203567,4.0488899606,98.6398680684,30.7501983057,0.3596938082,0.4447059519,0
131.890625,54.8857099991,0.131957877,-0.3739103666,114.862150921,33.6004539324,0.1486290737,0.4956571031,0
94.578125,39.7499232261,0.6774088555,2.9696242855,95.3459119497,34.3839080003,0.5108383956,0.2892998283,0
112.671875,51.2993831248,0.2649386255,0.3505468065,112.90993266,40.0253324959,0.3295025559,-0.1716050994,0
81.75,50.9619956438,0.7799728154,0.4806489261,117.919117647,44.8211032023,-0.0317531379,-0.3393759558,0
119.734375,57.7029684536,0.4182840025,-0.349732921,116.686091686,46.2008737059,0.1698505053,-0.3475204825,0
102.21875,47.4659314502,0.4898490985,0.3578926201,108.085613925,35.4845849893,0.3821934285,-0.0606994133,0
110.1875,49.3425130466,-0.0773875381,-0.0035981728,144.950137741,57.0563492553,-0.5817021556,-0.869161223,0
128.203125,52.6189663072,0.0814065718,0.1130130599,126.555555556,44.0858504443,0.1046479915,-0.5113925935,0
109.6875,57.2867990356,0.7583529195,0.0503913668,96.3293087121,67.3501228381,0.6082142129,-0.9028437254,0
116.640625,49.171691293,0.4704318405,1.0410094775,97.0684430512,38.3672379749,0.6612889372,0.4676666895,0
125.375,63.0772096323,0.0069169668,-0.8767022759,137.656960227,65.691011056,-0.1983853969,-1.2703558633,0
37.625,36.3638299001,4.6050399191,22.7886481831,77.2433712121,35.877592737,0.9416690422,2.4137161235,1
50.390625,38.8159186045,3.3856461495,13.4765170164,73.4987373737,47.6890707936,1.3502392348,1.7739780897,1
70.21875,40.9593810798,1.3448018897,4.6546655013,101.507314525,32.6625578334,0.4255581126,0.1757021288,0
106.234375,47.100869879,0.469529812,0.7474378485,106.515151515,34.3822088094,0.1846599014,0.211006648,0
33.515625,35.7263873889,5.1588211414,26.7881473044,48.5490777339,36.1081018915,2.1131172787,6.2668345229,1
132.125,45.3491661996,0.2179419909,0.4819382812,109.569964349,49.4920230505,0.2865300833,-0.6638512529,0
86.484375,39.3954281086,1.101961232,3.7850463535,73.4612531566,30.0376276223,0.9260770057,1.2821008825,0
92.359375,45.101748576,0.7907846962,1.255371761,111.389968652,33.6378348413,0.1867561563,0.2090957966,0
89.609375,46.1741327705,0.7168774101,1.1446502129,95.1238636364,37.7056507329,0.5293678501,0.3349453977,0
95.421875,41.628492604,0.6415907001,2.2176881096,128.533008658,42.4711895375,0.2684104798,-0.2598564281,0
106.984375,50.0204621216,0.7450527965,0.767820296,105.568796069,42.5661067133,0.463889554,0.4123748371,0
122.34375,51.4578768114,0.2539850739,0.4390995477,94.9814471243,40.6288953675,0.8343082887,0.8574758267,0
89.140625,42.5216368407,1.032633814,2.5151652331,104.248706578,35.5743790545,0.2924926891,0.1638284347,0
89.84375,39.1109075059,0.9584991165,3.7374081241,99.7013154804,29.6220484748,0.16361863,0.2684457356,0
118.71875,50.6129518843,0.1432415994,-0.2445177913,98.7178542179,48.3500434339,0.5435612843,-0.0573992021,0
93.5,43.7003289461,0.6992038925,1.6758933493,86.6452020202,37.5676824974,0.1887668293,-0.3128415611,0
101.171875,44.3722022666,0.6950931008,1.8360186293,88.8646299056,39.9863526871,0.7996433009,0.8259498834,0
125.296875,60.1346613047,0.1645162032,-0.5027443407,111.571253071,50.8410190158,0.3506653985,-0.7022344739,0
80.6875,42.0961974975,0.9199088313,2.8907003038,82.716954023,32.7766491626,0.6651447749,0.8365725597,0
126.953125,58.4226063073,0.2213596372,-0.1646650058,98.7676767677,39.5517165469,0.6481230677,0.9366635343,0
100.625,50.734141611,0.4873083379,0.4918667027,98.75,41.9126953558,0.3944862809,-0.3223754843,0
116.6875,41.7963346928,0.4306817006,1.1769793515,119.438552189,40.9280340143,0.2220358239,-0.101304815,0
105.25,38.7451609882,0.4389251149,2.635272684,105.47826087,40.4693867824,0.1450521071,-0.1549338376,0
86.796875,46.0811714829,0.7618274841,1.5440448158,104.726863227,46.4366574189,0.3919240568,-0.3501553862,0
87.046875,42.0265651432,0.9037004349,2.8248695874,106.486497095,34.229029871,0.0896443812,0.2194433777,0
102.1875,50.9812695384,0.9141188306,1.0070236235,105.185543964,46.0100757844,0.3466229683,-0.5378745816,0
111.171875,42.5064534393,0.3887681877,1.2972234647,109.735976789,32.7624785633,0.3994792105,0.6098102253,0
49.671875,40.890881734,3.1770440437,11.6964225445,105.168495298,48.625926752,0.1850592488,-0.2188025103,1
71.46875,43.2673262802,1.0472871166,3.235960828,97.9718276515,49.8864516726,0.5389945709,-0.464743294,0
81.40625,44.1371154578,0.9382872267,2.083393656,103.400252525,37.7734717532,0.2548275598,0.1252820928,0
86.25,45.4838570264,0.6764725287,1.4947476536,116.777892562,38.8444474189,-0.6480070584,0.2344836377,0
33.109375,36.6853671388,4.5973664824,23.061824173,60.8947510823,35.1367691771,1.753350162,4.4072399356,1
92.90625,45.1818266667,0.9385769531,2.0958851158,115.011725955,48.9652722469,-0.1429945536,-1.015927558,0
90.828125,43.2335787784,0.8909338696,1.8439866883,85.5541586074,36.6793149805,0.4281192996,0.078747694,0
112.96875,41.4638278918,0.5960236032,1.9335151609,108.796634162,43.2439537715,0.557829297,-0.2179403381,0
133.15625,50.1177422271,0.2014892321,0.0610567518,128.212591027,57.1421859189,-0.0929358368,-1.0428171531,0
135.71875,46.0147628315,-0.1257651774,0.5833845897,108.804095644,39.2567590601,0.4799136379,0.0461732098,0
30.453125,39.2009764258,3.6226577267,15.9975886806,137.903409091,56.8613368625,-0.1795480527,-0.8618741109,1
117.078125,57.741153188,0.2743215044,-0.2118416293,98.6880278192,41.3478938594,0.681264216,0.3997986448,0
92.453125,45.1691023016,0.7611983363,1.509132985,90.1930894309,35.0805514349,0.2683749152,-0.2005022172,0
99.984375,42.6788487527,0.5347212974,1.2748905536,118.831327986,44.2166097958,0.051035759,-0.4620867658,0
113.109375,54.5404429035,0.057275269,-0.3383697659,136.868560606,43.3569198216,-0.3566633485,-0.2920627347,0
97.78125,38.8303476477,0.8130945081,2.8070218605,99.2032828283,35.6422543094,0.2910612043,0.1770345715,0
113.09375,61.4071246757,0.5040290363,0.0711618905,151.114420063,59.1553704995,-0.6091504633,-0.8453392363,0
96.078125,49.7576327962,0.3870004929,0.5411122374,98.5211706102,35.0237194744,0.2084431719,0.0094010807,0
86.796875,39.4684128796,1.1218735324,3.676579753,93.0408293461,35.3785172285,0.4733749861,0.2856674636,0
64.265625,43.5316846488,1.9312010282,5.4798769367,93.970407197,52.253903954,0.3269563635,-0.6585717356,1
79.140625,44.2623101477,1.0519929034,2.1066718599,95.7207792208,39.2289000055,0.7503204437,0.4492161945,0
66.859375,47.8516154336,2.1413093701,5.8125959213,65.3876589732,48.0943864321,1.1841918221,0.5830685625,1
110.71875,43.7283763526,0.2975402812,0.9045711754,109.508171604,43.4003386538,0.2662309263,-0.2991750145,0
80.484375,39.1659099966,1.3068365896,4.4895598776,93.6082715568,34.6485900214,0.5881991162,0.2305214649,0
86.03125,42.9097777137,0.7606857541,2.4475637822,115.213759214,33.8537129591,0.2451099222,0.6219439274,0
98.640625,38.5346301995,0.8705564068,3.034113058,102.837513062,39.3033075266,0.3208264083,-0.307974654,0
93.640625,39.2970924447,1.5208276814,4.7120221645,75.9958677686,43.6140692354,1.0522549184,1.4031959877,1
104.828125,54.4620150562,0.545532598,0.3141358361,111.369362921,44.9129602469,0.0636057407,-0.7999310153,0
101.140625,38.2797544351,0.7387497704,2.7364594593,96.9319727891,33.9230596298,0.2830362944,0.3364637374,0
36.59375,34.2781448001,4.5917362097,24.9190661405,68.746657754,38.3841491148,1.0540319734,2.297316743,1
128.515625,42.4713109741,0.0078919764,0.8036753572,101.620228257,48.9940704324,0.5533980937,-0.4834728906,0
91.140625,42.7016785339,0.8237005782,2.2110396557,102.253100958,32.4964894205,0.4379363361,0.1646479796,0
109.78125,62.2862516807,0.4376987675,-0.6183105774,98.9335563426,32.6717258415,0.4007584921,0.1363749034,0
81.109375,46.2334825869,0.9277337025,1.7575482841,94.9258373206,34.5116431232,0.6437346323,0.8507998903,0
115.265625,56.0619752449,0.4325040497,-0.1399288976,111.365418895,43.9245492111,0.2262039238,-0.7030383077,0
122.515625,47.8692856209,0.1358955482,0.3716279866,108.969360269,47.1687785935,0.2277683733,-0.9707535017,0
63.921875,41.9014113305,2.7956694317,10.8485288956,86.088042588,39.2313643289,1.3299453186,2.9533527318,1
147.484375,57.3394476417,-0.1427186593,-0.5045050949,98.8571166208,57.4310715324,1.0761225758,0.292281663,0
92.6875,39.5466002806,1.0323027345,3.2003367903,78.2083333333,37.1693043579,0.8634890245,0.9302601987,0
88.03125,40.2305732427,1.0262844925,3.0944548445,80.2649667406,33.3847368923,0.6012014418,0.9179787339,0
103.171875,47.5701963837,0.6557158483,1.0924098728,73.5574980575,29.6022387163,0.9728758814,2.053256009,0
95.71875,48.3533442322,0.5798229678,1.2811277526,86.2099905303,31.8635107725,0.4952015422,0.6103411968,0
105.140625,46.7950542217,0.7908332137,1.4742591433,98.6144927536,38.5870540282,0.5680983914,0.4301568811,0
106.671875,42.5426457685,0.4162903655,1.1830193405,102.895907123,35.8533293143,0.5215448617,0.3228507242,0
54.890625,63.5841266521,1.9347763271,2.7428607416,55.0877130682,34.5207310432,1.6747511169,5.0505737124,0
121.5625,63.3898836073,0.0633296011,-0.7239737427,115.54665558,66.9008173939,0.3903886599,-1.2763041908,0
125.703125,50.2856464633,0.4756983796,-0.1303299798,83.1949934124,36.9686446383,0.6762943172,0.5180105721,0
103.84375,55.4036942445,0.3856196027,-0.1348218434,109.990196078,38.9841698774,0.0405441608,-0.2111423236,0
114.140625,58.6000392458,0.3943392015,-0.4098520534,115.320558526,52.1773539745,0.501924527,-0.5209329041,0
111.671875,54.7111890657,0.4603616615,0.2538975459,118.710108074,59.2006340562,0.1397035791,-1.2369195123,0
95.484375,56.0041829318,0.7078625386,0.3279785628,96.5085570733,35.7211153508,0.3860317487,0.2256329569,0
104.53125,43.5287149298,0.1633251846,1.2733993785,94.1767676768,36.746133226,0.6069832726,0.5999477264,0
137.53125,59.0013158619,-0.2180292047,-0.4300718145,135.155433647,62.6657270204,-0.1823999768,-1.0702666671,0
106.671875,43.7457336089,0.474107328,1.1120682857,77.6584347411,31.1279812505,1.1319019557,3.5173287849,0
86.859375,49.8588216829,0.9661388523,1.3954004169,110.138157895,42.7469027963,0.0933585234,-0.5908137558,0
83.390625,56.6835010132,1.5211919199,1.9332393513,92.7551652893,52.01827371,0.7988394593,0.4094567264,0
33.5625,35.809336684,4.5443238879,22.6330971834,52.0243128964,45.8901210979,1.8361512681,3.5159355994,1
99.765625,49.6990135049,0.2559445659,0.2971707204,105.643595041,39.4519799162,0.3137293777,0.0725201738,0
134.71875,53.2298872668,-0.1612605506,0.2862187813,112.216329966,40.6950079583,0.3669550808,0.1683181586,0
86.265625,39.8764663475,1.142817538,3.4397547076,79.0082972583,29.4931376637,0.7021631279,1.0248389451,0
53.703125,42.3846521778,3.2066803624,12.8462407049,97.4449760766,38.0265132822,1.3006493299,1.9726556207,1
155.21875,55.2693599424,-0.1738303899,-0.5989058848,129.297558923,62.6225284661,-0.1335165354,-1.3244657366,0
96.328125,41.6672288374,0.4802191484,2.050652172,105.535626536,38.3384289628,0.1675542032,0.0005976387,0
113.234375,49.6083858169,0.2608755619,0.3992718695,88.341789993,38.4099876885,0.7426727544,0.8330161479,0
120.640625,64.2522779721,0.084874096,-0.8202643924,88.7159679699,42.7279717602,0.962973918,0.6455485675,0
76.375,47.4557359547,1.0365035547,1.7807763973,101.21048321,41.3327214475,0.3872453341,-0.0421744749,0
107.15625,53.2679602194,0.3739499645,0.2736679638,100.635170604,46.9056663489,0.3213161954,-0.7996550186,0
98.6875,41.1904399558,0.5542330063,1.9199500413,101.332836562,32.6065984586,0.2032288579,0.3212784516,0
117.359375,50.820876366,0.2190181577,0.133671641,102.26250642,47.9702084667,0.3324137944,-0.9492991389,0
85.53125,44.9565654097,0.8931738243,1.7226436474,94.6742424242,35.2981397214,0.5377093789,0.3348483753,0
147.4375,51.5915069924,-0.2053851476,0.1892996971,105.567099567,39.9867606133,0.2118015239,-0.2695176286,0
76.5,38.3731677087,1.761830692,6.4496325965,91.4090909091,52.9445181451,0.8544888202,0.0355663922,1
96.34375,37.986929804,0.6576667367,3.4983537509,90.6285831286,32.6671229111,0.4639388804,0.4523842716,0
134.734375,53.7195385159,-0.123036849,-0.2409327269,107.699915825,46.6859945544,0.3923795497,-0.3870600386,0
118.734375,46.1482807736,0.370454851,0.4336780109,99.2140151515,44.1746108412,0.4909986999,-0.0682768014,0
128.15625,61.9344963323,0.0174452197,-0.9993629861,122.324171952,66.7415359065,0.2819964187,-1.2376482789,0
100.390625,50.6864186653,0.49543525,0.2062873028,98.9085399449,32.9851998224,0.1612147825,0.1486341391,0
147.921875,48.6030813991,-0.2715640706,0.0048071409,118.025157233,40.4868661555,0.2184063562,-0.1446331823,0
87.84375,41.8016965677,0.8236308599,2.5653106713,93.5549943883,34.63868424,0.3624665106,0.4140402937,0
